symptom_name;disease_common_name
Neurologic Manifestations;attention deficit hyperactivity disorder
Neurologic Manifestations;Gilles de la Tourette syndrome
Neurologic Manifestations;narcolepsy
Torticollis;acquired immunodeficiency syndrome
Torticollis;rheumatoid arthritis
Torticollis;type 2 diabetes mellitus
Torticollis;uterine fibroid
Torticollis;muscle cancer
Torticollis;malignant glioma
Torticollis;head and neck cancer
Torticollis;larynx cancer
Torticollis;brain cancer
Torticollis;meningioma
Torticollis;spinal cancer
Torticollis;uterine cancer
Torticollis;ankylosing spondylitis
Torticollis;asthma
Torticollis;multiple sclerosis
Torticollis;Parkinson's disease
Torticollis;epilepsy syndrome
Torticollis;migraine
Torticollis;amyotrophic lateral sclerosis
Torticollis;Kawasaki disease
Torticollis;systemic lupus erythematosus
Torticollis;hypothyroidism
Torticollis;bipolar disorder
Torticollis;endogenous depression
Torticollis;schizophrenia
Torticollis;polycystic ovary syndrome
Torticollis;bone cancer
Torticollis;psoriatic arthritis
Torticollis;cleft lip
Torticollis;atopic dermatitis
Torticollis;attention deficit hyperactivity disorder
Torticollis;Gilles de la Tourette syndrome
Torticollis;refractive error
Aphasia, Wernicke;acquired immunodeficiency syndrome
Aphasia, Wernicke;skin cancer
Aphasia, Wernicke;Alzheimer's disease
Aphasia, Wernicke;coronary artery disease
Aphasia, Wernicke;malignant glioma
Aphasia, Wernicke;brain cancer
Aphasia, Wernicke;epilepsy syndrome
Aphasia, Wernicke;migraine
Aphasia, Wernicke;amyotrophic lateral sclerosis
Aphasia, Wernicke;endogenous depression
Aphasia, Wernicke;schizophrenia
Aphasia, Wernicke;intracranial aneurysm
Aphasia, Wernicke;Creutzfeldt-Jakob disease
Aphasia, Wernicke;autistic disorder
Stuttering;acquired immunodeficiency syndrome
Stuttering;malaria
Stuttering;ovarian cancer
Stuttering;brain cancer
Stuttering;asthma
Stuttering;multiple sclerosis
Stuttering;Parkinson's disease
Stuttering;epilepsy syndrome
Stuttering;migraine
Stuttering;chronic kidney failure
Stuttering;systemic lupus erythematosus
Stuttering;bipolar disorder
Stuttering;endogenous depression
Stuttering;schizophrenia
Stuttering;cleft lip
Stuttering;attention deficit hyperactivity disorder
Stuttering;Gilles de la Tourette syndrome
Gerstmann Syndrome;acquired immunodeficiency syndrome
Gerstmann Syndrome;Alzheimer's disease
Gerstmann Syndrome;malignant glioma
Gerstmann Syndrome;stomach cancer
Gerstmann Syndrome;head and neck cancer
Gerstmann Syndrome;brain cancer
Gerstmann Syndrome;epilepsy syndrome
Gerstmann Syndrome;systemic lupus erythematosus
Gerstmann Syndrome;urinary bladder cancer
Gerstmann Syndrome;Creutzfeldt-Jakob disease
Illusions;acquired immunodeficiency syndrome
Illusions;breast cancer
Illusions;Alzheimer's disease
Illusions;brain cancer
Illusions;prostate cancer
Illusions;multiple sclerosis
Illusions;Parkinson's disease
Illusions;epilepsy syndrome
Illusions;migraine
Illusions;panic disorder
Illusions;bipolar disorder
Illusions;endogenous depression
Illusions;schizophrenia
Illusions;intracranial aneurysm
Illusions;Creutzfeldt-Jakob disease
Illusions;glaucoma
Illusions;age related macular degeneration
Illusions;attention deficit hyperactivity disorder
Illusions;autistic disorder
Illusions;narcolepsy
Phantom Limb;acquired immunodeficiency syndrome
Phantom Limb;breast cancer
Phantom Limb;osteoporosis
Phantom Limb;rheumatoid arthritis
Phantom Limb;type 2 diabetes mellitus
Phantom Limb;leprosy
Phantom Limb;rectum cancer
Phantom Limb;spinal cancer
Phantom Limb;multiple sclerosis
Phantom Limb;Parkinson's disease
Phantom Limb;epilepsy syndrome
Phantom Limb;migraine
Phantom Limb;restless legs syndrome
Phantom Limb;endogenous depression
Phantom Limb;schizophrenia
Phantom Limb;bone cancer
Phantom Limb;peripheral nervous system neoplasm
Phantom Limb;attention deficit hyperactivity disorder
Spasm;acquired immunodeficiency syndrome
Spasm;breast cancer
Spasm;colon cancer
Spasm;skin cancer
Spasm;rheumatoid arthritis
Spasm;coronary artery disease
Spasm;atherosclerosis
Spasm;hypertension
Spasm;systemic scleroderma
Spasm;vitiligo
Spasm;type 2 diabetes mellitus
Spasm;leprosy
Spasm;hepatitis B
Spasm;uterine fibroid
Spasm;muscle cancer
Spasm;malignant glioma
Spasm;esophageal cancer
Spasm;stomach cancer
Spasm;liver cancer
Spasm;ovarian cancer
Spasm;head and neck cancer
Spasm;brain cancer
Spasm;meningioma
Spasm;thymus cancer
Spasm;uterine cancer
Spasm;kidney cancer
Spasm;ulcerative colitis
Spasm;Crohn's disease
Spasm;asthma
Spasm;multiple sclerosis
Spasm;Parkinson's disease
Spasm;epilepsy syndrome
Spasm;migraine
Spasm;amyotrophic lateral sclerosis
Spasm;restless legs syndrome
Spasm;Graves' disease
Spasm;chronic kidney failure
Spasm;systemic lupus erythematosus
Spasm;type 1 diabetes mellitus
Spasm;hypothyroidism
Spasm;panic disorder
Spasm;bipolar disorder
Spasm;endogenous depression
Spasm;schizophrenia
Spasm;germ cell cancer
Spasm;adrenal gland cancer
Spasm;Paget's disease of bone
Spasm;celiac disease
Spasm;pancreatitis
Spasm;intracranial aneurysm
Spasm;Creutzfeldt-Jakob disease
Spasm;glaucoma
Spasm;dilated cardiomyopathy
Spasm;autistic disorder
Spasm;Gilles de la Tourette syndrome
Spasm;refractive error
Reflex, Babinski;acquired immunodeficiency syndrome
Reflex, Babinski;hepatitis B
Reflex, Babinski;brain cancer
Reflex, Babinski;multiple sclerosis
Reflex, Babinski;Parkinson's disease
Reflex, Babinski;epilepsy syndrome
Reflex, Babinski;migraine
Reflex, Babinski;amyotrophic lateral sclerosis
Reflex, Babinski;restless legs syndrome
Reflex, Babinski;systemic lupus erythematosus
Reflex, Babinski;abdominal aortic aneurysm
Hearing Loss, Central;acquired immunodeficiency syndrome
Hearing Loss, Central;hypertension
Hearing Loss, Central;malignant glioma
Hearing Loss, Central;melanoma
Hearing Loss, Central;brain cancer
Hearing Loss, Central;meningioma
Hearing Loss, Central;multiple sclerosis
Hearing Loss, Central;Parkinson's disease
Hearing Loss, Central;schizophrenia
Hearing Loss, Central;intracranial aneurysm
Hearing Loss, Central;Creutzfeldt-Jakob disease
Hearing Loss, Central;age related macular degeneration
Hearing Loss, Central;otosclerosis
Hearing Loss, Sudden;acquired immunodeficiency syndrome
Hearing Loss, Sudden;coronary artery disease
Hearing Loss, Sudden;hypertension
Hearing Loss, Sudden;systemic scleroderma
Hearing Loss, Sudden;type 2 diabetes mellitus
Hearing Loss, Sudden;melanoma
Hearing Loss, Sudden;rectum cancer
Hearing Loss, Sudden;stomach cancer
Hearing Loss, Sudden;pancreatic cancer
Hearing Loss, Sudden;brain cancer
Hearing Loss, Sudden;meningioma
Hearing Loss, Sudden;ankylosing spondylitis
Hearing Loss, Sudden;Crohn's disease
Hearing Loss, Sudden;multiple sclerosis
Hearing Loss, Sudden;migraine
Hearing Loss, Sudden;chronic kidney failure
Hearing Loss, Sudden;systemic lupus erythematosus
Hearing Loss, Sudden;type 1 diabetes mellitus
Hearing Loss, Sudden;bone cancer
Hearing Loss, Sudden;psoriatic arthritis
Hearing Loss, Sudden;Behcet's disease
Hearing Loss, Sudden;intracranial aneurysm
Hearing Loss, Sudden;Creutzfeldt-Jakob disease
Hearing Loss, Sudden;glaucoma
Hearing Loss, Sudden;age related macular degeneration
Hearing Loss, Sudden;otosclerosis
Hyperacusis;acquired immunodeficiency syndrome
Hyperacusis;multiple sclerosis
Hyperacusis;migraine
Hyperacusis;endogenous depression
Hyperacusis;intracranial aneurysm
Hyperacusis;autistic disorder
Hyperacusis;otosclerosis
Shoulder Pain;acquired immunodeficiency syndrome
Shoulder Pain;breast cancer
Shoulder Pain;skin cancer
Shoulder Pain;osteoporosis
Shoulder Pain;rheumatoid arthritis
Shoulder Pain;coronary artery disease
Shoulder Pain;type 2 diabetes mellitus
Shoulder Pain;muscle cancer
Shoulder Pain;liver cancer
Shoulder Pain;pancreatic cancer
Shoulder Pain;ovarian cancer
Shoulder Pain;head and neck cancer
Shoulder Pain;spinal cancer
Shoulder Pain;mediastinal cancer
Shoulder Pain;prostate cancer
Shoulder Pain;kidney cancer
Shoulder Pain;ankylosing spondylitis
Shoulder Pain;ulcerative colitis
Shoulder Pain;asthma
Shoulder Pain;chronic obstructive pulmonary disease
Shoulder Pain;Parkinson's disease
Shoulder Pain;migraine
Shoulder Pain;chronic kidney failure
Shoulder Pain;anemia
Shoulder Pain;endogenous depression
Shoulder Pain;schizophrenia
Shoulder Pain;malignant mesothelioma
Shoulder Pain;bone cancer
Shoulder Pain;gallbladder cancer
Shoulder Pain;peripheral nervous system neoplasm
Shoulder Pain;urinary bladder cancer
Shoulder Pain;atopic dermatitis
Fetal Hypoxia;acquired immunodeficiency syndrome
Fetal Hypoxia;skin cancer
Fetal Hypoxia;coronary artery disease
Fetal Hypoxia;atherosclerosis
Fetal Hypoxia;hypertension
Fetal Hypoxia;malaria
Fetal Hypoxia;asthma
Fetal Hypoxia;epilepsy syndrome
Fetal Hypoxia;chronic kidney failure
Fetal Hypoxia;anemia
Fetal Hypoxia;type 1 diabetes mellitus
Fetal Hypoxia;hypothyroidism
Fetal Hypoxia;schizophrenia
Fetal Hypoxia;cleft lip
Fetal Hypoxia;gestational diabetes
Fetal Hypoxia;dilated cardiomyopathy
Fetal Hypoxia;attention deficit hyperactivity disorder
Fetal Hypoxia;autistic disorder
Skin Manifestations;acquired immunodeficiency syndrome
Skin Manifestations;breast cancer
Skin Manifestations;colon cancer
Skin Manifestations;skin cancer
Skin Manifestations;osteoporosis
Skin Manifestations;rheumatoid arthritis
Skin Manifestations;coronary artery disease
Skin Manifestations;hypertension
Skin Manifestations;systemic scleroderma
Skin Manifestations;vitiligo
Skin Manifestations;obesity
Skin Manifestations;leprosy
Skin Manifestations;hepatitis B
Skin Manifestations;uterine fibroid
Skin Manifestations;malignant glioma
Skin Manifestations;melanoma
Skin Manifestations;esophageal cancer
Skin Manifestations;rectum cancer
Skin Manifestations;stomach cancer
Skin Manifestations;liver cancer
Skin Manifestations;pancreatic cancer
Skin Manifestations;ovarian cancer
Skin Manifestations;head and neck cancer
Skin Manifestations;larynx cancer
Skin Manifestations;brain cancer
Skin Manifestations;spinal cancer
Skin Manifestations;uterine cancer
Skin Manifestations;prostate cancer
Skin Manifestations;kidney cancer
Skin Manifestations;ankylosing spondylitis
Skin Manifestations;ulcerative colitis
Skin Manifestations;Crohn's disease
Skin Manifestations;asthma
Skin Manifestations;multiple sclerosis
Skin Manifestations;Parkinson's disease
Skin Manifestations;epilepsy syndrome
Skin Manifestations;amyotrophic lateral sclerosis
Skin Manifestations;Graves' disease
Skin Manifestations;chronic kidney failure
Skin Manifestations;Kawasaki disease
Skin Manifestations;anemia
Skin Manifestations;systemic lupus erythematosus
Skin Manifestations;alopecia areata
Skin Manifestations;type 1 diabetes mellitus
Skin Manifestations;hypothyroidism
Skin Manifestations;bipolar disorder
Skin Manifestations;schizophrenia
Skin Manifestations;bone cancer
Skin Manifestations;gallbladder cancer
Skin Manifestations;adrenal gland cancer
Skin Manifestations;testicular cancer
Skin Manifestations;ocular cancer
Skin Manifestations;peripheral nervous system neoplasm
Skin Manifestations;vulva cancer
Skin Manifestations;urinary bladder cancer
Skin Manifestations;Paget's disease of bone
Skin Manifestations;celiac disease
Skin Manifestations;pancreatitis
Skin Manifestations;Behcet's disease
Skin Manifestations;idiopathic pulmonary fibrosis
Skin Manifestations;glaucoma
Skin Manifestations;age related macular degeneration
Skin Manifestations;atopic dermatitis
Skin Manifestations;primary biliary cirrhosis
Skin Manifestations;vaginal cancer
Urinary Incontinence, Stress;acquired immunodeficiency syndrome
Urinary Incontinence, Stress;breast cancer
Urinary Incontinence, Stress;osteoporosis
Urinary Incontinence, Stress;rheumatoid arthritis
Urinary Incontinence, Stress;hypertension
Urinary Incontinence, Stress;type 2 diabetes mellitus
Urinary Incontinence, Stress;obesity
Urinary Incontinence, Stress;uterine fibroid
Urinary Incontinence, Stress;ovarian cancer
Urinary Incontinence, Stress;uterine cancer
Urinary Incontinence, Stress;prostate cancer
Urinary Incontinence, Stress;kidney cancer
Urinary Incontinence, Stress;asthma
Urinary Incontinence, Stress;multiple sclerosis
Urinary Incontinence, Stress;Parkinson's disease
Urinary Incontinence, Stress;endogenous depression
Urinary Incontinence, Stress;testicular cancer
Urinary Incontinence, Stress;urinary bladder cancer
Body Weight Changes;breast cancer
Body Weight Changes;obesity
Chills;breast cancer
Chills;colon cancer
Chills;skin cancer
Chills;rheumatoid arthritis
Chills;hypertension
Chills;malaria
Chills;melanoma
Chills;rectum cancer
Chills;pancreatic cancer
Chills;kidney cancer
Chills;chronic kidney failure
Chills;panic disorder
Chills;urinary bladder cancer
Chills;pancreatitis
Edema, Cardiac;breast cancer
Edema, Cardiac;coronary artery disease
Edema, Cardiac;hypertension
Edema, Cardiac;obesity
Edema, Cardiac;asthma
Edema, Cardiac;chronic kidney failure
Edema, Cardiac;anemia
Edema, Cardiac;systemic lupus erythematosus
Edema, Cardiac;hypothyroidism
Edema, Cardiac;adrenal gland cancer
Edema, Cardiac;dilated cardiomyopathy
Mental Fatigue;breast cancer
Mental Fatigue;coronary artery disease
Mental Fatigue;hypertension
Mental Fatigue;hematologic cancer
Mental Fatigue;ulcerative colitis
Mental Fatigue;asthma
Mental Fatigue;multiple sclerosis
Mental Fatigue;Parkinson's disease
Mental Fatigue;epilepsy syndrome
Mental Fatigue;migraine
Mental Fatigue;panic disorder
Mental Fatigue;bipolar disorder
Mental Fatigue;endogenous depression
Mental Fatigue;schizophrenia
Mental Fatigue;testicular cancer
Mental Fatigue;attention deficit hyperactivity disorder
Mental Fatigue;autistic disorder
Mental Fatigue;primary biliary cirrhosis
Mental Fatigue;narcolepsy
Feminization;breast cancer
Feminization;colon cancer
Feminization;hypertension
Feminization;metabolic syndrome X
Feminization;retroperitoneal cancer
Feminization;stomach cancer
Feminization;liver cancer
Feminization;pancreatic cancer
Feminization;ovarian cancer
Feminization;prostate cancer
Feminization;systemic lupus erythematosus
Feminization;bile duct cancer
Feminization;adrenal gland cancer
Feminization;testicular cancer
Flushing;breast cancer
Flushing;skin cancer
Flushing;osteoporosis
Flushing;rheumatoid arthritis
Flushing;Alzheimer's disease
Flushing;coronary artery disease
Flushing;atherosclerosis
Flushing;hypertension
Flushing;type 2 diabetes mellitus
Flushing;uterine fibroid
Flushing;retroperitoneal cancer
Flushing;esophageal cancer
Flushing;rectum cancer
Flushing;stomach cancer
Flushing;liver cancer
Flushing;pancreatic cancer
Flushing;ovarian cancer
Flushing;larynx cancer
Flushing;hematologic cancer
Flushing;brain cancer
Flushing;spinal cancer
Flushing;mediastinal cancer
Flushing;thymus cancer
Flushing;uterine cancer
Flushing;prostate cancer
Flushing;kidney cancer
Flushing;ulcerative colitis
Flushing;Crohn's disease
Flushing;asthma
Flushing;multiple sclerosis
Flushing;Parkinson's disease
Flushing;epilepsy syndrome
Flushing;migraine
Flushing;chronic kidney failure
Flushing;type 1 diabetes mellitus
Flushing;panic disorder
Flushing;bipolar disorder
Flushing;endogenous depression
Flushing;schizophrenia
Flushing;appendix cancer
Flushing;adrenal gland cancer
Flushing;testicular cancer
Flushing;psoriatic arthritis
Flushing;sclerosing cholangitis
Flushing;Behcet's disease
Flushing;dilated cardiomyopathy
Flushing;atopic dermatitis
Flushing;attention deficit hyperactivity disorder
Flushing;autistic disorder
Intermittent Claudication;breast cancer
Intermittent Claudication;rheumatoid arthritis
Intermittent Claudication;Alzheimer's disease
Intermittent Claudication;coronary artery disease
Intermittent Claudication;atherosclerosis
Intermittent Claudication;hypertension
Intermittent Claudication;systemic scleroderma
Intermittent Claudication;type 2 diabetes mellitus
Intermittent Claudication;metabolic syndrome X
Intermittent Claudication;obesity
Intermittent Claudication;leprosy
Intermittent Claudication;retroperitoneal cancer
Intermittent Claudication;pancreatic cancer
Intermittent Claudication;spinal cancer
Intermittent Claudication;uterine cancer
Intermittent Claudication;prostate cancer
Intermittent Claudication;kidney cancer
Intermittent Claudication;ankylosing spondylitis
Intermittent Claudication;Crohn's disease
Intermittent Claudication;multiple sclerosis
Intermittent Claudication;Parkinson's disease
Intermittent Claudication;migraine
Intermittent Claudication;restless legs syndrome
Intermittent Claudication;chronic kidney failure
Intermittent Claudication;systemic lupus erythematosus
Intermittent Claudication;type 1 diabetes mellitus
Intermittent Claudication;hypothyroidism
Intermittent Claudication;bone cancer
Intermittent Claudication;adrenal gland cancer
Intermittent Claudication;peripheral nervous system neoplasm
Intermittent Claudication;vascular cancer
Intermittent Claudication;Paget's disease of bone
Intermittent Claudication;Behcet's disease
Intermittent Claudication;intracranial aneurysm
Intermittent Claudication;abdominal aortic aneurysm
Intermittent Claudication;thoracic aortic aneurysm
Intermittent Claudication;narcolepsy
Motion Sickness;breast cancer
Motion Sickness;hypertension
Motion Sickness;brain cancer
Motion Sickness;epilepsy syndrome
Motion Sickness;migraine
Motion Sickness;panic disorder
Motion Sickness;bipolar disorder
Motion Sickness;adrenal gland cancer
Motion Sickness;glaucoma
Motion Sickness;attention deficit hyperactivity disorder
Motion Sickness;Gilles de la Tourette syndrome
Cerebrospinal Fluid Rhinorrhea;breast cancer
Cerebrospinal Fluid Rhinorrhea;skin cancer
Cerebrospinal Fluid Rhinorrhea;obesity
Cerebrospinal Fluid Rhinorrhea;leprosy
Cerebrospinal Fluid Rhinorrhea;malignant glioma
Cerebrospinal Fluid Rhinorrhea;liver cancer
Cerebrospinal Fluid Rhinorrhea;brain cancer
Cerebrospinal Fluid Rhinorrhea;meningioma
Cerebrospinal Fluid Rhinorrhea;prostate cancer
Cerebrospinal Fluid Rhinorrhea;kidney cancer
Cerebrospinal Fluid Rhinorrhea;asthma
Cerebrospinal Fluid Rhinorrhea;multiple sclerosis
Cerebrospinal Fluid Rhinorrhea;epilepsy syndrome
Cerebrospinal Fluid Rhinorrhea;chronic kidney failure
